Name,Owner,Description,GitHub URL,Repository Size,Number of stars,Number of forks,Number of open issues,List of topics,License,has_readme,has_contributing,has_code_of_conduct,has_pr_template,has_issue_template,has_newcomer_labels,found_newcomer_labels,contributors_count,commits_count,first_contributor_date,first_commit_files_changed,first_commit_additions,first_commit_deletions,first_commit_type,owner_type,size,subscribers_count,watchers_count,languages,full_name,distros_present
autoware_core,autowarefoundation,,https://github.com/autowarefoundation/autoware_core,65997,155,116,75,3d-map;autonomous-driving;autonomous-vehicles;autoware;calibration;planner;ros;ros2;self-driving-car,Apache-2.0,True,True,True,True,False,False,,62,596,2021-11-22T02:24:52Z,1,5,0,docs,Organization,65997,9,155,C++;Python;CMake,autowarefoundation/autoware_core,humble
navigation2,ros-planning,ROS 2 Navigation Framework and System,https://github.com/ros-navigation/navigation2,116699,3909,1721,134,navigation;robotics;ros2,Other,True,True,False,True,False,True,good first issue,341,3452,2018-06-04T20:08:22Z,1,3,0,docs,Organization,116699,64,3909,C++;Python;CMake;C;CSS;Dockerfile;Shell;Jupyter Notebook;HTML,ros-navigation/navigation2,humble|jazzy|kilted
moveit2,ros-planning,:robot: MoveIt for ROS 2,https://github.com/moveit/moveit2,93682,1671,707,309,,BSD-3-Clause,True,True,True,True,False,True,good first issue,311,9458,2011-10-12T03:01:20Z,11,191,0,docs,Organization,93682,44,1671,C++;C;Python;CMake;Shell;Dockerfile;TeX;NASL;HTML;GDB,moveit/moveit2,humble|jazzy|kilted
etsi_its_messages,ika-rwth-aachen,ROS / ROS 2 Support for ETSI ITS Messages for V2X Communication,https://github.com/ika-rwth-aachen/etsi_its_messages,25632,75,23,7,etsi;ros;ros2;v2x,MIT,True,False,False,False,False,True,good first issue,13,1464,2022-09-03T17:18:22Z,2,4,0,code,Organization,25632,9,75,C;C++;Python;Rust;CMake;Jinja;Dockerfile;Shell,ika-rwth-aachen/etsi_its_messages,humble|jazzy|kilted
ament_lint,ament,,https://github.com/ament/ament_lint,3281,47,127,97,,Apache-2.0,False,True,False,False,False,True,good first issue,64,545,2014-05-31T00:35:27Z,1,202,0,code,Organization,3281,17,47,Python;C;CMake;C++,ament/ament_lint,humble|jazzy|kilted
ros2_controllers,ros-controls,Generic robotic controllers to accompany ros2_control,https://github.com/ros-controls/ros2_controllers,13962,669,453,130,ros;ros2;ros2-control;ros2-controllers;ros2-humble;ros2-jazzy;ros2-kilted;ros2-rolling,Apache-2.0,True,False,False,False,False,True,good first issue,139,1004,2017-09-09T17:12:13Z,1,1,0,docs,Organization,13962,22,669,C++;CMake;Python,ros-controls/ros2_controllers,humble|jazzy|kilted
aerostack2,aerostack2,Aerostack2 is a ROS 2 framework developed to create autonomous multi-aerial-robots systems in an easy and powerful way.,https://github.com/aerostack2/aerostack2,65523,287,69,77,aerial-robotics;drones;robotics;ros2;swarm-robotics;uavs,BSD-3-Clause,True,True,True,True,False,True,good first issue,21,2073,2022-12-09T10:04:55Z,300,64609,0,docs,Organization,65523,9,287,C++;Python;Jinja;CMake;Shell;Dockerfile;Batchfile;Makefile,aerostack2/aerostack2,humble
ecl_core,stonier,"A set of tools and interfaces extending the capabilities of c++ to provide a lightweight, consistent interface with a focus for control programming.",https://github.com/stonier/ecl_core,2883,88,75,14,,Other,True,False,False,False,False,False,,9,390,2012-11-17T12:53:14Z,2,17,0,docs,User,2883,11,88,C++;CMake;Makefile,stonier/ecl_core,humble|jazzy|kilted
rosbag2,ros2,,https://github.com/ros2/rosbag2,8482,390,295,106,,Apache-2.0,True,True,False,False,False,True,good first issue,126,937,2018-03-29T14:54:58Z,1,1,0,docs,Organization,8482,32,390,C++;Python;CMake,ros2/rosbag2,humble|jazzy|kilted
ament_cmake,ament,Supporting CMake packages for working with ament,https://github.com/ament/ament_cmake,2083,121,143,77,,Apache-2.0,False,True,False,False,False,True,good first issue,64,561,2014-05-19T04:03:18Z,1,202,0,code,Organization,2083,18,121,CMake;Python;C;Batchfile;C++;Shell,ament/ament_cmake,humble|jazzy|kilted
examples,ros2,Example packages for ROS 2,https://github.com/ros2/examples,1726,887,354,22,,Apache-2.0,True,True,False,False,False,True,good first issue,47,577,2014-07-16T17:12:26Z,7,212,0,docs,Organization,1726,43,887,C++;Python;CMake;C,ros2/examples,humble|jazzy|kilted
mola,MOLAorg,A Modular Optimization framework for Localization and mApping (MOLA),https://github.com/MOLAorg/mola,4530,860,124,29,computer-vision;cxx;cxx17;datasets;graph-slam;lidar;lidar-point-cloud;localization;mobile-robots;slam;toolkit;visual-slam,Other,True,False,False,False,False,False,,3,1527,2018-11-05T22:04:03Z,3,685,0,docs,Organization,4530,29,860,C++;Python;CMake;C;Dockerfile;MATLAB;Shell,MOLAorg/mola,humble|jazzy|kilted
demos,ros2,,https://github.com/ros2/demos,5429,613,353,41,,Apache-2.0,True,True,False,False,False,True,good first issue,81,766,2015-07-15T22:47:26Z,2,215,0,docs,Organization,5429,33,613,C++;Python;CMake;C,ros2/demos,humble|jazzy|kilted
phidgets_drivers,ros-drivers,ROS drivers for various Phidgets devices,https://github.com/ros-drivers/phidgets_drivers,997,50,62,10,phidgets;ros;ros-driver,Other,True,False,False,False,False,False,,23,399,,0,0,0,,,997,5,50,C++;Python;CMake;Shell,ros-drivers/phidgets_drivers,humble|jazzy|kilted
open_manipulator,ROBOTIS-GIT,AI Manipulator and Open Manipulator,https://github.com/ROBOTIS-GIT/open_manipulator,41404,592,203,4,arduino;dynamixel;gazebo;manipultor;moveit;openmanipultor;package;robot;robotis;ros;turtlebot;turtlebot3,Apache-2.0,True,True,False,False,False,False,,14,1019,,0,0,0,,,41404,27,592,C++;Python;CMake;C;Shell;Dockerfile,ROBOTIS-GIT/open_manipulator,humble|jazzy|kilted
clips_executive,carologistics,,https://github.com/carologistics/clips_executive,80778,7,2,7,,Apache-2.0,True,True,False,False,False,True,good first issue,4,544,,0,0,0,,,80778,9,7,C++;Python;CLIPS;CMake;Jupyter Notebook;PDDL,carologistics/clips_executive,jazzy|kilted
ros2_planning_system,PlanSys2,This repo contains a PDDL-based planning system for ROS2.,https://github.com/PlanSys2/ros2_planning_system,441744,464,109,41,,Apache-2.0,True,True,True,False,False,True,good first issue,28,1219,,0,0,0,,,441744,19,464,C++;Python;PDDL;CMake,PlanSys2/ros2_planning_system,jazzy|kilted
kuka_drivers,kroshu,Repository containing ROS 2 drivers for multiple KUKA robots,https://github.com/kroshu/kuka_drivers,3047,148,36,24,,Apache-2.0,True,True,False,False,False,False,,14,861,,0,0,0,,,3047,14,148,C++;Python;C;Java;CMake,kroshu/kuka_drivers,humble
grid_map,ANYbotics,Universal grid map library for mobile robotic mapping,https://github.com/ANYbotics/grid_map,11344,3058,854,151,costmap;cpp;elevation;grid-map;height-map;mapping;navigation;occupancy;octopmap;opencv;pcl;ros;rviz;terrain,BSD-3-Clause,True,False,False,False,False,False,,39,806,,0,0,0,,,11344,104,3058,C++;CMake;Python,ANYbotics/grid_map,humble|jazzy|kilted
off_highway_sensor_drivers,bosch-engineering,"This project provides ROS drivers for Bosch Off-Highway sensor systems. (Radar Off-Highway Premium, Radar OHW, General Purpose Radar Off-Highway (GPR), Ultrasonic Sensor System OHW Entry & Premium)",https://github.com/bosch-engineering/off_highway_sensor_drivers,563,66,23,1,agriculture;agv;amr;automation;autonomous-mobile-robotics;autonomous-mobile-robots;construction;driver;high-imaging-radar;mobile-machines;off-highway;radar;radar-off-highway;ros2;surround-sensing;ultrasonic;ultrasonic-sensor;ultrasonic-sensor-system-ohw-entry;ultrasonic-sensor-system-ohw-premium,Other,True,True,False,False,False,True,good first issue,13,125,,0,0,0,,,563,9,66,C++;CMake;Python,bosch-engineering/off_highway_sensor_drivers,humble|jazzy
ros2cli,ros2,ROS 2 command line interface tools,https://github.com/ros2/ros2cli,3971,241,205,100,,Apache-2.0,True,True,False,False,False,True,good first issue,96,713,,0,0,0,,,3971,25,241,Python;EmberScript;C++;Shell;CMake,ros2/ros2cli,humble|jazzy|kilted
geometry2,ros2,A set of ROS packages for keeping track of coordinate transforms.,https://github.com/ros2/geometry2,9626,147,236,86,,BSD-3-Clause,False,False,False,False,False,True,good first issue,146,1873,,0,0,0,,,9626,26,147,C++;Python;CMake;C;Batchfile;Makefile,ros2/geometry2,humble|jazzy|kilted
kuka_robot_descriptions,kroshu,Repository containing models of KUKA robots,https://github.com/kroshu/kuka_robot_descriptions,120990,72,34,11,,Apache-2.0,True,True,False,True,False,True,good first issue,14,194,,0,0,0,,,120990,3,72,Python;C++;CMake;C;Shell,kroshu/kuka_robot_descriptions,humble
webots_ros2,cyberbotics,Webots ROS 2 packages,https://github.com/cyberbotics/webots_ros2,57524,513,182,50,examples;localization;motion-planning;navigation;robot;robotics;ros;ros2;simulation;slam;webots;webots-ros2,Apache-2.0,True,True,True,True,False,True,good first issue,42,1629,,0,0,0,,,57524,28,513,C;Python;C++;SWIG;Makefile;CMake;Shell;Lua;Dockerfile;Batchfile,cyberbotics/webots_ros2,humble|jazzy|kilted
common_interfaces,ros2,A set of packages which contain common interface files (.msg and .srv).,https://github.com/ros2/common_interfaces,840,336,146,45,,,True,False,False,False,False,True,good first issue,59,308,,0,0,0,,,840,29,336,C++;Python;CMake,ros2/common_interfaces,humble|jazzy|kilted
ros2_canopen,ros-industrial,CANopen driver framework for ROS2,https://github.com/ros-industrial/ros2_canopen,54016,246,112,97,canopen;robotics;ros2,,True,False,False,False,False,True,good first issue,29,688,,0,0,0,,,54016,12,246,C++;Python;CMake;C;Batchfile;Makefile;Dockerfile;CSS;Shell,ros-industrial/ros2_canopen,humble|jazzy|kilted
mrpt_ros,MRPT,Fine-grained ROS packages for MRPT libraries and apps,https://github.com/MRPT/mrpt_ros,512,8,4,1,,BSD-3-Clause,True,False,False,False,False,True,good first issue,3,100,,0,0,0,,,512,3,8,CMake;Python,MRPT/mrpt_ros,humble|jazzy|kilted
ros2_planning_system,IntelligentRoboticsLabs,This repo contains a PDDL-based planning system for ROS2.,https://github.com/PlanSys2/ros2_planning_system,441744,464,109,41,,Apache-2.0,True,True,True,False,False,True,good first issue,28,1219,,0,0,0,,,441744,19,464,C++;Python;PDDL;CMake,PlanSys2/ros2_planning_system,humble
rmf_internal_msgs,open-rmf,Messages used by the core RMF software,https://github.com/open-rmf/rmf_internal_msgs,383,14,28,0,,Apache-2.0,True,True,False,False,False,True,good first issue,16,170,,0,0,0,,,383,7,14,CMake,open-rmf/rmf_internal_msgs,humble|jazzy|kilted
rosidl,ros2,Packages which provide the ROS IDL (.msg) definition and code generation.,https://github.com/ros2/rosidl,3202,102,148,95,,Apache-2.0,True,True,False,False,False,True,good first issue,86,1009,,0,0,0,,,3202,26,102,C++;C;Python;EmberScript;CMake;Shell,ros2/rosidl,humble|jazzy|kilted
rtabmap_ros,introlab,RTAB-Map's ROS package.,https://github.com/introlab/rtabmap_ros,56986,1370,639,543,,BSD-3-Clause,True,False,False,False,False,False,,33,1857,,0,0,0,,,56986,32,1370,C++;Python;CMake;Dockerfile;C;Shell,introlab/rtabmap_ros,humble|jazzy|kilted
fuse,locusrobotics,"The fuse stack provides a general architecture for performing sensor fusion live on a robot. Some possible applications include state estimation, localization, mapping, and calibration.",https://github.com/locusrobotics/fuse,7696,849,132,45,,Other,True,False,False,False,False,True,good first issue,15,364,,0,0,0,,,7696,51,849,C++;CMake;Python;C;HTML,locusrobotics/fuse,jazzy|kilted
rosidlcpp,Tonywelte,,https://github.com/TonyWelte/rosidlcpp,2207,29,1,1,,Apache-2.0,True,True,False,False,False,True,good first issue,1,110,,0,0,0,,,2207,4,29,C++;CMake;C;Makefile;Python;Dockerfile,TonyWelte/rosidlcpp,jazzy|kilted
autoware_utils,autowarefoundation,C++ common utilities for Autoware,https://github.com/autowarefoundation/autoware_utils,524,7,39,8,,Apache-2.0,False,True,True,True,False,True,good first issue,23,73,,0,0,0,,,524,4,7,C++;CMake,autowarefoundation/autoware_utils,humble|jazzy
clearpath_common,clearpathrobotics,,https://github.com/clearpathrobotics/clearpath_common,34245,49,37,5,,BSD-3-Clause,False,False,False,False,False,False,,13,715,,0,0,0,,,34245,43,49,Python;C++;CMake,clearpathrobotics/clearpath_common,humble|jazzy
franka_ros2,frankaemika,ROS 2 integration for Franka research robots,https://github.com/frankarobotics/franka_ros2,2852,293,204,90,robotics;ros2,Apache-2.0,True,True,False,False,False,True,good first issue,22,531,,0,0,0,,,2852,9,293,C++;Python;CMake;Dockerfile;C;Shell,frankarobotics/franka_ros2,humble
ros_gz,gazebosim,Integration between ROS (1 and 2) and Gazebo simulation,https://github.com/gazebosim/ros_gz,8268,475,202,72,cpp;gazebo;gazebosim;hacktoberfest;ignition;ignition-gazebo;ignition-transport;pubsub;robotics;robotics-simulation;ros;ros2;simulation;transport,Apache-2.0,True,True,False,False,False,True,good first issue,73,583,,0,0,0,,,8268,16,475,C++;Python;CMake;EmberScript,gazebosim/ros_gz,humble|jazzy|kilted
EasyNavigation,EasyNavigation,,https://github.com/EasyNavigation/EasyNavigation,48642,66,16,1,,GPL-3.0,True,False,False,False,False,True,good first issue,5,353,,0,0,0,,,48642,7,66,C++;Python;CMake,EasyNavigation/EasyNavigation,jazzy|kilted
autoware_msgs,autowarefoundation,,https://github.com/autowarefoundation/autoware_msgs,378,39,66,9,autoware;ros;ros2,Apache-2.0,True,True,True,True,False,True,good first issue,26,115,,0,0,0,,,378,15,39,CMake,autowarefoundation/autoware_msgs,humble|jazzy|kilted
ros2_control,ros-controls,Generic and simple controls framework for ROS 2,https://github.com/ros-controls/ros2_control,15320,807,402,116,control;control-systems;controllers;robot-control;robotics;ros;ros2;ros2-control;ros2-humble;ros2-jazzy;ros2-rolling,Apache-2.0,True,False,False,False,False,True,good first issue,136,1310,,0,0,0,,,15320,25,807,C++;Python;CMake;Dockerfile,ros-controls/ros2_control,humble|jazzy|kilted
lanelet2,fzi-forschungszentrum-informatik,Map handling framework for automated driving,https://github.com/fzi-forschungszentrum-informatik/Lanelet2,11215,917,347,8,,BSD-3-Clause,True,False,False,False,False,True,good first issue,28,600,,0,0,0,,,11215,31,917,C++;Python;CMake;HTML;Dockerfile,fzi-forschungszentrum-informatik/Lanelet2,humble|jazzy|kilted
marti_common,swri-robotics,Common utility functions for MARTI,https://github.com/swri-robotics/marti_common,2855,55,71,9,,BSD-3-Clause,True,False,False,False,False,False,,28,725,,0,0,0,,,2855,11,55,C++;Python;CMake;C;GLSL,swri-robotics/marti_common,humble|jazzy|kilted
ai_worker,ROBOTIS-GIT,AI Worker: FFW (Freedom From Work),https://github.com/ROBOTIS-GIT/ai_worker,51342,103,25,1,,Apache-2.0,True,True,False,False,False,False,,9,536,,0,0,0,,,51342,9,103,C++;Python;CMake;Shell;C,ROBOTIS-GIT/ai_worker,jazzy
rcl_interfaces,ros2,A repository for messages and services used by the ROS client libraries,https://github.com/ros2/rcl_interfaces,510,58,57,19,,Apache-2.0,True,True,False,False,False,True,good first issue,37,247,,0,0,0,,,510,24,58,C++;Python;CMake,ros2/rcl_interfaces,humble|jazzy|kilted
andino,Ekumen-OS,Open-source diff drive robot ROS 2 compatible,https://github.com/Ekumen-OS/andino,156552,294,74,16,differential-drive-robot;gazebo;gazebo-ros;gazebosim;humble;robotics;ros;ros2;ros2-control;urdf,,True,True,True,True,False,True,good first issue,17,159,,0,0,0,,,156552,16,294,C++;Python;Shell;CMake;Dockerfile,Ekumen-OS/andino,humble
tuw_msgs,tuw-robotics,non common ROS messages used by tuw pkgs ,https://github.com/tuw-robotics/tuw_msgs,447,6,12,0,,Other,True,False,False,False,False,False,,14,289,,0,0,0,,,447,11,6,C++;CMake,tuw-robotics/tuw_msgs,humble|jazzy|kilted
image_pipeline,ros-perception,An image processing pipeline for ROS.,https://github.com/ros-perception/image_pipeline,27237,926,768,55,c-plus-plus;image-processing;python;ros,Other,True,True,False,False,False,True,good first issue,117,1248,,0,0,0,,,27237,39,926,C++;Python;C;CMake,ros-perception/image_pipeline,humble|jazzy|kilted
flexbe_behavior_engine,flexbe,Contains the behavior engine FlexBE.,https://github.com/FlexBE/flexbe_behavior_engine,5840,66,18,2,,Other,True,True,False,False,False,True,good first issue,24,561,,0,0,0,,,5840,4,66,Python;Shell;CMake,FlexBE/flexbe_behavior_engine,humble|jazzy|kilted
game_controller_spl,ros-sports,ROS 2 Package to interface RoboCup Standard Platform League's Game Controller.,https://github.com/ros-sports/game_controller_spl,197,4,3,1,,Apache-2.0,True,True,False,False,False,True,good first issue,3,117,,0,0,0,,,197,1,4,Python;CMake,ros-sports/game_controller_spl,humble|jazzy|kilted
create3_sim,iRobotEducation,ROS 2 Simulation for the iRobot® Create® 3 Educational Robot,https://github.com/iRobotEducation/create3_sim,2327,126,74,41,,BSD-3-Clause,True,False,False,True,False,True,good first issue,19,138,,0,0,0,,,2327,14,126,C++;Python;CMake;QML,iRobotEducation/create3_sim,humble|jazzy
marti_messages,swri-robotics,Supplemental ROS messages for MARTI,https://github.com/swri-robotics/marti_messages,327,7,22,0,,BSD-3-Clause,True,False,False,False,False,False,,8,188,,0,0,0,,,327,11,7,CMake;C++,swri-robotics/marti_messages,humble|jazzy|kilted
mocap4r2,MOCAP4ROS2-Project,,https://github.com/MOCAP4ROS2-Project/mocap4r2,193,3,18,3,,Apache-2.0,True,False,False,False,False,True,good first issue,4,65,,0,0,0,,,193,3,3,C++;Python;CMake,MOCAP4ROS2-Project/mocap4r2,humble
mrpt_navigation,mrpt-ros-pkg,"ROS 2 nodes wrapping core MRPT functionality: localization, autonomous navigation, rawlogs, etc. SLAM is in other packages.",https://github.com/mrpt-ros-pkg/mrpt_navigation,35528,207,101,4,c-plus-plus;mapping;mrpt;navigation;robotics;robotics-libraries;ros;ros2,BSD-3-Clause,True,False,False,False,False,False,,18,849,,0,0,0,,,35528,12,207,C++;Python;CMake;Shell,mrpt-ros-pkg/mrpt_navigation,humble|jazzy|kilted
rviz,ros2,ROS 3D Robot Visualizer,https://github.com/ros2/rviz,20058,428,272,182,,BSD-3-Clause-Clear,True,False,False,False,False,True,good first issue,202,2796,,0,0,0,,,20058,27,428,C++;CMake;Python;GLSL;HTML;Shell,ros2/rviz,humble|jazzy|kilted
astuff_sensor_msgs,astuff,A set of messages specific to each sensor supported by AutonomouStuff.,https://github.com/astuff/astuff_sensor_msgs,408,49,43,1,ros;ros-msgs;ros-packages;ros2;sensors,MIT,True,False,False,False,False,True,good first issue,15,193,,0,0,0,,,408,5,49,CMake,astuff/astuff_sensor_msgs,humble|jazzy|kilted
ecl_lite,stonier,The ecl-lite stack includes packages with few dependencies on either system or c++ functionality. This makes it ideal for very embedded builds where many of the usual mechanisms are unavailable.  ,https://github.com/stonier/ecl_lite,304,8,28,8,,Other,True,False,False,False,False,False,,7,128,,0,0,0,,,304,3,8,C++;CMake,stonier/ecl_lite,humble|jazzy|kilted
r2r_spl,ros-sports,,https://github.com/ros-sports/r2r_spl,121,2,1,5,,Apache-2.0,True,True,False,False,False,True,good first issue,2,68,,0,0,0,,,121,1,2,Python;CMake,ros-sports/r2r_spl,humble|jazzy|kilted
rmf_visualization,open-rmf,Visualization tools for OpenRMF,https://github.com/open-rmf/rmf_visualization,1236,26,18,8,,Apache-2.0,True,False,False,False,False,True,good first issue,16,305,,0,0,0,,,1236,8,26,C++;Python;CMake,open-rmf/rmf_visualization,humble|jazzy|kilted
turtlebot3,ROBOTIS-GIT,ROS packages for Turtlebot3,https://github.com/ROBOTIS-GIT/turtlebot3,123134,1888,1127,6,dynamixel;gazebo;mobile;navigation;package;robot;robotis;ros;slam;turtlebot;turtlebot3,Apache-2.0,True,True,False,False,False,False,,26,1024,,0,0,0,,,123134,63,1888,C++;Python;CMake;Shell;Dockerfile;Lua,ROBOTIS-GIT/turtlebot3,humble|jazzy|kilted
turtlebot3_manipulation,ROBOTIS-GIT,OpenManipulator with TurtleBot3 packages,https://github.com/ROBOTIS-GIT/turtlebot3_manipulation,9638,83,46,5,arduino;dynamixel;gazebo;manipultor;moveit;openmanipultor;package;robot;robotis;ros;turtlebot;turtlebot3,Apache-2.0,True,True,False,False,False,False,,6,304,,0,0,0,,,9638,12,83,C++;Python;CMake;C;Lua,ROBOTIS-GIT/turtlebot3_manipulation,humble|jazzy|kilted
depthai-ros,luxonis,Official ROS Driver for DepthAI Sensors.,https://github.com/luxonis/depthai-ros,128054,327,234,197,camera;camera-driver;computer-vision;cv;depthai;robotics;ros,MIT,True,False,False,True,False,True,good first issue,22,320,,0,0,0,,,128054,16,327,C++;Python;CMake;Shell;Dockerfile,luxonis/depthai-ros,humble|jazzy|kilted
ros2_kortex,Kinovarobotics,ROS2 driver for the Gen3 Kinova robot arm,https://github.com/Kinovarobotics/ros2_kortex,23324,105,95,49,,Other,True,False,False,False,False,True,good first issue,23,204,,0,0,0,,,23324,10,105,Python;C++;CMake;C,Kinovarobotics/ros2_kortex,humble|jazzy
moveit_resources,ros-planning,"URDFs, meshes, and config packages for MoveIt testing",https://github.com/moveit/moveit_resources,37181,99,139,24,,,True,False,False,False,False,False,,30,178,,0,0,0,,,37181,20,99,Python;CMake,moveit/moveit_resources,humble|jazzy|kilted
mrpt_sensors,mrpt-ros-pkg,ROS2 nodes for robotics sensors via mrpt-hwdrivers,https://github.com/mrpt-ros-pkg/mrpt_sensors,302,8,1,1,c-plus-plus;mrpt;robotics;ros;sensors,BSD-3-Clause,True,False,False,False,False,True,good first issue,2,102,,0,0,0,,,302,2,8,C++;Python;CMake;Shell,mrpt-ros-pkg/mrpt_sensors,humble|jazzy|kilted
rmf_demos,open-rmf,Demonstrations of Open-RMF,https://github.com/open-rmf/rmf_demos,64763,468,139,50,,Apache-2.0,True,True,False,False,False,True,good first issue,31,497,,0,0,0,,,64763,16,468,Python;Shell;CMake,open-rmf/rmf_demos,humble|jazzy|kilted
rmf_ros2,open-rmf,Internal ROS infrastructure for RMF,https://github.com/open-rmf/rmf_ros2,4198,102,86,80,,Apache-2.0,True,True,False,False,False,True,good first issue,29,628,,0,0,0,,,4198,14,102,C++;Python;CMake;Dockerfile;Shell;HTML,open-rmf/rmf_ros2,humble|jazzy|kilted
ros2_tracing,ros2,Tracing tools for ROS 2.,https://github.com/ros2/ros2_tracing,3588,237,67,23,instrumentation;performance-analysis;ros;ros2;ros2-tracing;tools;tracing,Apache-2.0,True,True,False,False,False,True,good first issue,30,1143,,0,0,0,,,3588,21,237,Python;C++;C;CMake;Makefile,ros2/ros2_tracing,humble|jazzy|kilted
rosbridge_suite,RobotWebTools,Server Implementations of the rosbridge v2 Protocol,https://github.com/RobotWebTools/rosbridge_suite,3734,1162,576,32,,BSD-3-Clause,True,False,False,False,False,False,,115,957,,0,0,0,,,3734,39,1162,Python;CMake,RobotWebTools/rosbridge_suite,humble|jazzy|kilted
turtlebot3_applications,ROBOTIS-GIT,Applications for TurtleBot3,https://github.com/ROBOTIS-GIT/turtlebot3_applications,6875,105,51,0,dynamixel;gazebo;mobile;navigation;package;robot;robotis;ros;slam;turtlebot;turtlebot3,,True,True,False,False,False,False,,11,441,,0,0,0,,,6875,20,105,Python;C++;CMake,ROBOTIS-GIT/turtlebot3_applications,humble|jazzy
turtlebot4_simulator,turtlebot,TurtleBot 4 Simulator packages,https://github.com/turtlebot/turtlebot4_simulator,126,98,58,7,,Apache-2.0,True,False,False,True,False,True,good first issue,7,101,,0,0,0,,,126,14,98,Python;C++;QML;CMake,turtlebot/turtlebot4_simulator,humble|jazzy
Universal_Robots_ROS2_Driver,UniversalRobots,Universal Robots ROS2 driver supporting CB3 and e-Series,https://github.com/UniversalRobots/Universal_Robots_ROS2_Driver,46487,717,317,75,robotics;ros-industrial;ros2;ros2-foxy;ros2-galactic;ros2-humble;ros2-rolling,BSD-3-Clause,True,True,False,False,False,True,good first issue,43,710,,0,0,0,,,46487,14,717,C++;Python;CMake;Shell;Batchfile;Emacs Lisp,UniversalRobots/Universal_Robots_ROS2_Driver,humble|jazzy|kilted
yasmin,uleroboticsgroup,YASMIN (Yet Another State MachINe),https://github.com/uleroboticsgroup/yasmin,97978,239,44,0,cpp;python;ros2;ros2-foxy;ros2-galactic;ros2-humble;ros2-iron;ros2-jazzy;ros2-kilted;ros2-rolling;state-machine,GPL-3.0,True,False,False,False,False,True,good first issue,22,576,,0,0,0,,,97978,7,239,C++;Python;JavaScript;CMake;HTML;CSS;Dockerfile;Makefile;Shell,uleroboticsgroup/yasmin,humble|jazzy|kilted
auto-apms,AutoAPMS,A versatile framework for developing robot behaviors using behavior trees in ROS 2.,https://github.com/AutoAPMS/auto-apms,2389,85,7,1,autoapms;behavior;behavior-tree;control;mission;planning;robot;ros2;task,Apache-2.0,True,True,False,False,False,True,good first issue,2,304,,0,0,0,,,2389,3,85,C++;Python;CMake,AutoAPMS/auto-apms,jazzy|kilted
agnocast,tier4,"An rclcpp-compatible true zero-copy IPC middleware that supports all ROS message types, including message structs already generated by rosidl.",https://github.com/tier4/agnocast,2530,140,7,61,autoware;dds;inter-process-communication;ipc;kernel-module;middleware;publish-subscribe;pubsub;request-response;rmw;robotics;ros2;ros2-humble;ros2-jazzy;shared-memory;smart-pointer;zenoh;zero-copy;zero-copy-ipc,Apache-2.0,True,True,False,True,False,True,good first issue,11,819,,0,0,0,,,2530,7,140,C++;C;Python;Rust;CMake;Shell;Promela;Makefile;EmberScript,tier4/agnocast,humble
autoware_internal_msgs,autowarefoundation,,https://github.com/autowarefoundation/autoware_internal_msgs,143,2,29,6,,Apache-2.0,True,True,True,True,False,True,good first issue,16,70,,0,0,0,,,143,3,2,CMake,autowarefoundation/autoware_internal_msgs,humble|jazzy|kilted
image_common,ros-perception,Common code for working with images in ROS,https://github.com/ros-perception/image_common,1361,145,245,45,,,False,False,False,False,False,False,,67,534,,0,0,0,,,1361,18,145,C++;Python;CMake;C,ros-perception/image_common,humble|jazzy|kilted
crane_plus,rt-net,CRANE+ V2 ROS 2 Packages,https://github.com/rt-net/crane_plus,13320,59,9,5,crane-plus;robot;ros2,Apache-2.0,True,False,False,False,False,True,good first issue,4,69,,0,0,0,,,13320,3,59,C++;Python;CMake;C;Dockerfile;Shell,rt-net/crane_plus,humble|jazzy
create3_examples,iRobotEducation,Example nodes to drive the iRobot® Create® 3 Educational Robot,https://github.com/iRobotEducation/create3_examples,187,59,18,18,,BSD-3-Clause,True,False,False,False,False,True,good first issue,6,104,,0,0,0,,,187,10,59,C++;Python;CMake,iRobotEducation/create3_examples,humble|jazzy
variants,ros2,Variants for ROS 2 (implemented as ament packages),https://github.com/ros2/variants,87,10,12,0,,Apache-2.0,True,False,False,False,False,True,good first issue,18,54,,0,0,0,,,87,19,10,CMake,ros2/variants,humble|jazzy|kilted
diagnostics,ros,"Packages related to gathering, viewing, and analyzing diagnostics data from robots.",https://github.com/ros/diagnostics,9550,147,200,41,diagnostics;monitoring;ros,Other,True,False,False,False,False,False,,61,1178,,0,0,0,,,9550,16,147,C++;Python;CMake,ros/diagnostics,humble|jazzy|kilted
ewellix_lift_common,clearpathrobotics,"Ewellix TLT and UR lifts description, MoveIt config, and ROS interfaces",https://github.com/clearpathrobotics/ewellix_lift_common,2934,1,0,0,,BSD-3-Clause,True,False,False,False,False,True,good first issue,2,46,,0,0,0,,,2934,0,1,Python;CMake,clearpathrobotics/ewellix_lift_common,humble|jazzy
joystick_drivers,ros-drivers,ROS drivers for joysticks,https://github.com/ros-drivers/joystick_drivers,771,258,320,47,,,True,False,False,False,False,False,,37,540,,0,0,0,,,771,16,258,C++;Python;CMake;C,ros-drivers/joystick_drivers,humble|jazzy|kilted
launch,ros2,Tools for launching multiple processes and for writing tests involving multiple processes.,https://github.com/ros2/launch,2391,151,162,128,,Apache-2.0,True,True,False,False,False,True,good first issue,83,639,,0,0,0,,,2391,23,151,Python;CMake;C++;Batchfile;Makefile;Shell,ros2/launch,humble|jazzy|kilted
